title,ingredients,instructions,cuisine,servings,time_minutes,ingredient_list
Chicken Couscous Curry (Style 3),"chicken, couscous, cucumber, tomato, eggplant, mint, oregano, lemon, feta","Saute mint, add chicken and cucumber, simmer in sauce until tender, serve over couscous.",Mediterranean,4,34,250g chicken; 400g couscous; 1 cucumber; 1 tomato; 2 eggplant; 1 mint; 1 oregano; 2 lemon; 300g feta
Beef Udon Skillet,"beef, udon, cabbage, seaweed, scallion, spinach, garlic, ginger, vegetable oil","Brown beef in vegetable oil, add cabbage and garlic, fold in udon, cook until done.",Japanese,4,24,400g beef; 2 udon; 2 cabbage; 2 seaweed; 1 scallion; 3 spinach; 3 cloves garlic; 3 tbsp ginger; 2 tbsp vegetable oil
White Beans Bread Baked (Style 2),"white beans, bread, basil, spinach, garlic, parmesan","Layer white beans, basil, and bread, top with parmesan, bake until golden.",Italian,6,53,1 white beans; 1 bread; 3 basil; 2 spinach; 2 cloves garlic; 1 cup parmesan
Chicken Polenta Tacos (Style 3),"chicken, polenta, tomato, basil, bell pepper, spinach, oregano, garlic, onion, olive oil","Cook chicken with oregano, load into polenta with tomato and olive oil.",Italian,6,20,200g chicken; 1 polenta; 1 tomato; 3 basil; 2 bell pepper; 2 spinach; 2 oregano; 4 cloves garlic; 1 onion; 3 tbsp olive oil
White Beans Pasta Baked (Style 2),"white beans, pasta, tomato, mushroom, oregano, garlic, onion, parmesan","Layer white beans, tomato, and pasta, top with parmesan, bake until golden.",Italian,3,53,1 white beans; 250g pasta; 2 tomato; 2 mushroom; 1 oregano; 4 cloves garlic; 1 onion; 1 cup parmesan
Salmon Udon Pasta,"salmon, udon, cabbage, scallion, mushroom, sesame, garlic, soy sauce, vegetable oil","Boil udon, saute salmon with sesame, toss with cabbage and vegetable oil.",Japanese,3,23,250g salmon; 1 udon; 3 cabbage; 3 scallion; 2 mushroom; 3 sesame; 3 cloves garlic; 1 soy sauce; 2 tbsp vegetable oil
White Beans Risotto Rice Bowl,"white beans, risotto rice, bell pepper, zucchini, mushroom, oregano, garlic, onion, butter","Cook risotto rice, top with seared white beans, fresh bell pepper, and a drizzle of butter.",Italian,6,27,1 white beans; 3 risotto rice; 2 bell pepper; 3 zucchini; 1 mushroom; 2 oregano; 2 cloves garlic; 2 onion; 2 tbsp butter
Lentils Roti Salad (Style 3),"lentils, roti, onion, spinach, cauliflower, tomato, garam masala, ginger, garlic, oil","Combine onion, lentils, and roti, dress with oil and garam masala, toss well.",Indian,6,19,3 lentils; 2 roti; 3 onion; 3 spinach; 3 cauliflower; 1 tomato; 3 garam masala; 1 tbsp ginger; 2 cloves garlic; 3 tbsp oil
Shrimp Noodles Pasta,"shrimp, noodles, scallion, carrot, snow peas, sesame oil, vegetable oil","Boil noodles, saute shrimp with sesame oil, toss with scallion and vegetable oil.",Chinese,3,21,150g shrimp; 150g noodles; 3 scallion; 2 carrot; 3 snow peas; 1 tsp sesame oil; 3 tbsp vegetable oil
Lamb Rice Skillet (Style 3),"lamb, rice, tomato, spinach, olive, garlic, oregano, olive oil","Brown lamb in olive oil, add tomato and garlic, fold in rice, cook until done.",Mediterranean,3,26,400g lamb; 200g rice; 1 tomato; 3 spinach; 3 olive; 4 cloves garlic; 2 oregano; 1 tbsp olive oil
Salmon Ramen Noodles Baked,"salmon, ramen noodles, seaweed, mushroom, carrot, soy sauce, ginger, miso, vegetable oil","Layer salmon, seaweed, and ramen noodles, top with vegetable oil, bake until golden.",Japanese,2,45,150g salmon; 1 ramen noodles; 3 seaweed; 1 mushroom; 1 carrot; 2 soy sauce; 3 tbsp ginger; 3 miso; 1 tbsp vegetable oil
Shrimp Risotto Rice Stir-Fry (Style 3),"shrimp, risotto rice, zucchini, spinach, onion, oregano, garlic, butter","Heat oil in a wok, stir-fry shrimp until cooked, add zucchini and onion, toss with risotto rice and serve hot.",Italian,3,16,400g shrimp; 1 risotto rice; 2 zucchini; 2 spinach; 2 onion; 3 oregano; 3 cloves garlic; 2 tbsp butter
Chicken Rice Soup (Style 3),"chicken, rice, avocado, lettuce, onion, garlic, cumin, sour cream","Simmer chicken, avocado, and garlic in broth, add rice near the end, season and serve.",Mexican,4,45,150g chicken; 250g rice; 1 avocado; 1 lettuce; 1 onion; 4 cloves garlic; 2 cumin; 3 sour cream
Chicken Pita Tacos (Style 2),"chicken, pita, cucumber, spinach, oregano, mint, yogurt","Cook chicken with oregano, load into pita with cucumber and yogurt.",Mediterranean,6,27,300g chicken; 2 pita; 2 cucumber; 1 spinach; 2 oregano; 1 mint; 1 cup yogurt
Feta Orzo Baked,"feta, orzo, olive, cucumber, lemon, yogurt","Layer feta, olive, and orzo, top with yogurt, bake until golden.",Mediterranean,4,41,150g feta; 1 orzo; 1 olive; 1 cucumber; 1 lemon; 1 cup yogurt
Shrimp Taco Shells Tacos,"shrimp, taco shells, bell pepper, onion, jalapeno, cumin, olive oil","Cook shrimp with cumin, load into taco shells with bell pepper and olive oil.",Mexican,2,21,300g shrimp; 1 taco shells; 2 bell pepper; 3 onion; 3 jalapeno; 3 cumin; 2 tbsp olive oil
Paneer Basmati Rice Curry (Style 2),"paneer, basmati rice, tomato, cauliflower, spinach, cilantro, ghee","Saute cilantro, add paneer and tomato, simmer in sauce until tender, serve over basmati rice.",Indian,3,31,300g paneer; 400g basmati rice; 2 tomato; 3 cauliflower; 3 spinach; 3 cilantro; 3 tbsp ghee
Feta Orzo Pasta,"feta, orzo, onion, cucumber, garlic, lemon, oregano, olive oil","Boil orzo, saute feta with garlic, toss with onion and olive oil.",Mediterranean,6,23,300g feta; 2 orzo; 1 onion; 3 cucumber; 4 cloves garlic; 3 lemon; 3 oregano; 1 tbsp olive oil
White Beans Rice Skillet,"white beans, rice, eggplant, tomato, spinach, mint, olive oil","Brown white beans in olive oil, add eggplant and mint, fold in rice, cook until done.",Mediterranean,2,28,2 white beans; 150g rice; 2 eggplant; 1 tomato; 2 spinach; 2 mint; 3 tbsp olive oil
Chicken Roti Bowl,"chicken, roti, tomato, onion, spinach, peas, cilantro, coconut milk","Cook roti, top with seared chicken, fresh tomato, and a drizzle of coconut milk.",Indian,4,29,150g chicken; 3 roti; 2 tomato; 1 onion; 3 spinach; 2 peas; 1 cilantro; 1 cup coconut milk
Shrimp Rice Noodles Bowl (Style 3),"shrimp, rice noodles, carrot, basil, ginger, chili, peanut","Cook rice noodles, top with seared shrimp, fresh carrot, and a drizzle of peanut.",Thai,6,26,300g shrimp; 2 rice noodles; 2 carrot; 1 basil; 1 tbsp ginger; 1 chili; 3 peanut
Sausage Gnocchi Bowl (Style 2),"sausage, gnocchi, mushroom, zucchini, basil, garlic, parmesan","Cook gnocchi, top with seared sausage, fresh mushroom, and a drizzle of parmesan.",Italian,2,27,2 sausage; 3 gnocchi; 3 mushroom; 1 zucchini; 2 basil; 3 cloves garlic; 1 cup parmesan
Turkey Bread Soup,"turkey, bread, mushroom, tomato, onion, lettuce, paprika, mustard, garlic, cheese","Simmer turkey, mushroom, and paprika in broth, add bread near the end, season and serve.",American,3,45,2 turkey; 3 bread; 3 mushroom; 1 tomato; 3 onion; 3 lettuce; 2 paprika; 3 mustard; 3 cloves garlic; 2 cup cheese
Bacon Bread Wrap,"bacon, bread, tomato, onion, mustard, paprika, olive oil","Fill bread with bacon, tomato, and olive oil, season with mustard, roll and serve.",American,6,10,1 bacon; 2 bread; 1 tomato; 2 onion; 1 mustard; 2 paprika; 2 tbsp olive oil
Chicken Dumpling Wrappers Baked (Style 3),"chicken, dumpling wrappers, bok choy, carrot, soy sauce, peanut oil","Layer chicken, bok choy, and dumpling wrappers, top with peanut oil, bake until golden.",Chinese,6,50,200g chicken; 2 dumpling wrappers; 1 bok choy; 2 carrot; 2 soy sauce; 2 peanut oil
Chicken Roti Tacos,"chicken, roti, tomato, onion, peas, spinach, garam masala, turmeric, cumin, oil","Cook chicken with garam masala, load into roti with tomato and oil.",Indian,6,29,400g chicken; 1 roti; 2 tomato; 2 onion; 3 peas; 2 spinach; 2 garam masala; 2 turmeric; 2 cumin; 3 tbsp oil
Salmon Rice Curry,"salmon, rice, cabbage, seaweed, scallion, mushroom, garlic, miso, sesame oil","Saute garlic, add salmon and cabbage, simmer in sauce until tender, serve over rice.",Japanese,2,44,250g salmon; 150g rice; 1 cabbage; 2 seaweed; 2 scallion; 2 mushroom; 3 cloves garlic; 2 miso; 2 tsp sesame oil
Lamb Roti Soup (Style 2),"lamb, roti, onion, peas, spinach, cauliflower, turmeric, garlic, cumin, yogurt","Simmer lamb, onion, and turmeric in broth, add roti near the end, season and serve.",Indian,6,47,200g lamb; 2 roti; 2 onion; 1 peas; 3 spinach; 1 cauliflower; 1 turmeric; 3 cloves garlic; 3 cumin; 1 cup yogurt
Lentils Potato Salad (Style 2),"lentils, potato, tomato, cauliflower, onion, peas, garam masala, garlic, cumin, yogurt","Combine tomato, lentils, and potato, dress with yogurt and garam masala, toss well.",Indian,6,10,3 lentils; 3 potato; 1 tomato; 3 cauliflower; 3 onion; 2 peas; 1 garam masala; 3 cloves garlic; 1 cumin; 1 cup yogurt
Chicken Bread Soup (Style 3),"chicken, bread, spinach, bell pepper, basil, oregano, onion, parmesan","Simmer chicken, spinach, and oregano in broth, add bread near the end, season and serve.",Italian,2,39,400g chicken; 1 bread; 3 spinach; 2 bell pepper; 3 basil; 2 oregano; 3 onion; 2 cup parmesan
Lamb Couscous Salad (Style 3),"lamb, couscous, onion, olive, oregano, mint, olive oil","Combine onion, lamb, and couscous, dress with olive oil and oregano, toss well.",Mediterranean,3,19,300g lamb; 300g couscous; 2 onion; 1 olive; 2 oregano; 2 mint; 3 tbsp olive oil
Chickpeas Couscous Baked (Style 2),"chickpeas, couscous, cucumber, tomato, lemon, parsley, feta","Layer chickpeas, cucumber, and couscous, top with feta, bake until golden.",Mediterranean,4,50,2 chickpeas; 300g couscous; 3 cucumber; 1 tomato; 1 lemon; 2 parsley; 250g feta
Chicken Potato Soup (Style 3),"chicken, potato, tomato, peas, onion, garam masala, yogurt","Simmer chicken, tomato, and garam masala in broth, add potato near the end, season and serve.",Indian,3,35,150g chicken; 1 potato; 3 tomato; 1 peas; 2 onion; 2 garam masala; 1 cup yogurt
Tofu Udon Stir-Fry,"tofu, udon, scallion, spinach, cabbage, carrot, sesame, sesame oil","Heat oil in a wok, stir-fry tofu until cooked, add scallion and sesame, toss with udon and serve hot.",Japanese,3,22,400g tofu; 1 udon; 2 scallion; 3 spinach; 3 cabbage; 3 carrot; 3 sesame; 2 tsp sesame oil
Beef Risotto Rice Salad,"beef, risotto rice, zucchini, bell pepper, onion, oregano, olive oil","Combine zucchini, beef, and risotto rice, dress with olive oil and onion, toss well.",Italian,3,14,150g beef; 1 risotto rice; 3 zucchini; 3 bell pepper; 3 onion; 3 oregano; 3 tbsp olive oil
Egg Pita Curry,"egg, pita, spinach, cucumber, tomato, onion, parsley, feta","Saute parsley, add egg and spinach, simmer in sauce until tender, serve over pita.",Mediterranean,3,39,1 egg; 1 pita; 1 spinach; 3 cucumber; 2 tomato; 1 onion; 3 parsley; 400g feta
Egg Risotto Rice Tacos (Style 3),"egg, risotto rice, mushroom, zucchini, spinach, oregano, butter","Cook egg with oregano, load into risotto rice with mushroom and butter.",Italian,4,21,2 egg; 2 risotto rice; 3 mushroom; 1 zucchini; 3 spinach; 2 oregano; 1 tbsp butter
Feta Rice Bowl,"feta, rice, cucumber, tomato, eggplant, onion, mint, oregano, parsley","Cook rice, top with seared feta, fresh cucumber, and a drizzle of feta.",Mediterranean,4,22,200g feta; 250g rice; 2 cucumber; 2 tomato; 3 eggplant; 3 onion; 2 mint; 1 oregano; 1 parsley
White Beans Couscous Curry,"white beans, couscous, olive, eggplant, cucumber, oregano, feta","Saute oregano, add white beans and olive, simmer in sauce until tender, serve over couscous.",Mediterranean,2,40,3 white beans; 250g couscous; 2 olive; 2 eggplant; 3 cucumber; 3 oregano; 250g feta
Salmon Soba Curry,"salmon, soba, seaweed, scallion, mushroom, ginger, sesame, garlic, vegetable oil","Saute ginger, add salmon and seaweed, simmer in sauce until tender, serve over soba.",Japanese,2,36,250g salmon; 2 soba; 3 seaweed; 3 scallion; 1 mushroom; 2 tbsp ginger; 3 sesame; 2 cloves garlic; 2 tbsp vegetable oil
Egg Jasmine Rice Bowl,"egg, jasmine rice, carrot, bell pepper, broccoli, bean sprouts, lime, ginger, coconut milk","Cook jasmine rice, top with seared egg, fresh carrot, and a drizzle of coconut milk.",Thai,3,25,2 egg; 400g jasmine rice; 3 carrot; 1 bell pepper; 1 broccoli; 3 bean sprouts; 3 lime; 3 tbsp ginger; 1 cup coconut milk
Egg Rice Wrap (Style 3),"egg, rice, bell pepper, tomato, cumin, garlic, sour cream","Fill rice with egg, bell pepper, and sour cream, season with cumin, roll and serve.",Mexican,3,11,2 egg; 200g rice; 1 bell pepper; 3 tomato; 2 cumin; 3 cloves garlic; 2 sour cream
Egg Risotto Rice Curry (Style 2),"egg, risotto rice, spinach, mushroom, basil, tomato, onion, garlic, oregano, olive oil","Saute onion, add egg and spinach, simmer in sauce until tender, serve over risotto rice.",Italian,4,40,2 egg; 1 risotto rice; 3 spinach; 3 mushroom; 1 basil; 1 tomato; 1 onion; 2 cloves garlic; 3 oregano; 1 tbsp olive oil
Bacon Pasta Curry (Style 2),"bacon, pasta, onion, bell pepper, garlic, mayo","Saute garlic, add bacon and onion, simmer in sauce until tender, serve over pasta.",American,3,42,1 bacon; 200g pasta; 1 onion; 3 bell pepper; 2 cloves garlic; 3 mayo
Egg Polenta Wrap (Style 2),"egg, polenta, bell pepper, mushroom, zucchini, basil, oregano, olive oil","Fill polenta with egg, bell pepper, and olive oil, season with oregano, roll and serve.",Italian,2,14,1 egg; 3 polenta; 1 bell pepper; 3 mushroom; 1 zucchini; 3 basil; 2 oregano; 3 tbsp olive oil
Shrimp Corn Baked (Style 3),"shrimp, corn, lettuce, jalapeno, tomato, cilantro, olive oil","Layer shrimp, lettuce, and corn, top with olive oil, bake until golden.",Mexican,6,48,300g shrimp; 1 corn; 1 lettuce; 2 jalapeno; 3 tomato; 1 cilantro; 1 tbsp olive oil
Beef Bun Soup,"beef, bun, corn, lettuce, paprika, garlic, mustard, cheese","Simmer beef, corn, and paprika in broth, add bun near the end, season and serve.",American,6,42,250g beef; 1 bun; 3 corn; 2 lettuce; 1 paprika; 2 cloves garlic; 3 mustard; 1 cup cheese
Egg Soba Tacos,"egg, soba, seaweed, cabbage, scallion, spinach, garlic, sesame, ginger, vegetable oil","Cook egg with garlic, load into soba with seaweed and vegetable oil.",Japanese,6,29,2 egg; 1 soba; 1 seaweed; 3 cabbage; 1 scallion; 2 spinach; 3 cloves garlic; 3 sesame; 2 tbsp ginger; 1 tbsp vegetable oil
Pork Corn Bowl,"pork, corn, avocado, jalapeno, lettuce, garlic, olive oil","Cook corn, top with seared pork, fresh avocado, and a drizzle of olive oil.",Mexican,6,26,150g pork; 1 corn; 3 avocado; 1 jalapeno; 2 lettuce; 2 cloves garlic; 2 tbsp olive oil
Chicken Pita Tacos (Style 3),"chicken, pita, spinach, olive, eggplant, mint, garlic, yogurt","Cook chicken with mint, load into pita with spinach and yogurt.",Mediterranean,6,21,300g chicken; 2 pita; 3 spinach; 2 olive; 3 eggplant; 3 mint; 4 cloves garlic; 1 cup yogurt
White Beans Risotto Rice Pasta,"white beans, risotto rice, basil, mushroom, spinach, onion, garlic, oregano, olive oil","Boil risotto rice, saute white beans with onion, toss with basil and olive oil.",Italian,2,23,1 white beans; 2 risotto rice; 2 basil; 1 mushroom; 3 spinach; 2 onion; 2 cloves garlic; 2 oregano; 1 tbsp olive oil
White Beans Couscous Pasta (Style 2),"white beans, couscous, eggplant, tomato, spinach, cucumber, mint, parsley, yogurt","Boil couscous, saute white beans with mint, toss with eggplant and yogurt.",Mediterranean,3,24,3 white beans; 400g couscous; 3 eggplant; 2 tomato; 2 spinach; 3 cucumber; 3 mint; 1 parsley; 1 cup yogurt
Egg Udon Curry (Style 3),"egg, udon, carrot, cabbage, seaweed, scallion, sesame, sesame oil","Saute sesame, add egg and carrot, simmer in sauce until tender, serve over udon.",Japanese,3,36,1 egg; 1 udon; 2 carrot; 2 cabbage; 1 seaweed; 1 scallion; 3 sesame; 1 tsp sesame oil
White Beans Couscous Salad (Style 2),"white beans, couscous, olive, onion, spinach, parsley, olive oil","Combine olive, white beans, and couscous, dress with olive oil and parsley, toss well.",Mediterranean,2,10,2 white beans; 400g couscous; 2 olive; 2 onion; 3 spinach; 2 parsley; 3 tbsp olive oil
Beef Rice Curry,"beef, rice, bell pepper, tomato, cilantro, lime, sour cream","Saute cilantro, add beef and bell pepper, simmer in sauce until tender, serve over rice.",Mexican,2,32,200g beef; 150g rice; 1 bell pepper; 1 tomato; 1 cilantro; 2 lime; 1 sour cream
Chicken Basmati Rice Curry (Style 2),"chicken, basmati rice, peas, cauliflower, spinach, onion, turmeric, coconut milk","Saute turmeric, add chicken and peas, simmer in sauce until tender, serve over basmati rice.",Indian,6,39,400g chicken; 200g basmati rice; 1 peas; 2 cauliflower; 1 spinach; 3 onion; 1 turmeric; 2 cup coconut milk
Chickpeas Roti Soup,"chickpeas, roti, onion, tomato, garlic, cilantro, oil","Simmer chickpeas, onion, and garlic in broth, add roti near the end, season and serve.",Indian,3,41,1 chickpeas; 3 roti; 2 onion; 2 tomato; 4 cloves garlic; 3 cilantro; 3 tbsp oil
Lamb Bulgur Skillet (Style 2),"lamb, bulgur, olive, tomato, eggplant, parsley, lemon, garlic, feta","Brown lamb in feta, add olive and parsley, fold in bulgur, cook until done.",Mediterranean,2,24,400g lamb; 150g bulgur; 1 olive; 1 tomato; 1 eggplant; 3 parsley; 1 lemon; 4 cloves garlic; 150g feta
Egg Rice Noodles Stir-Fry (Style 3),"egg, rice noodles, carrot, basil, broccoli, chili, peanut","Heat oil in a wok, stir-fry egg until cooked, add carrot and chili, toss with rice noodles and serve hot.",Thai,3,19,2 egg; 3 rice noodles; 3 carrot; 1 basil; 2 broccoli; 3 chili; 3 peanut
Chicken Gnocchi Skillet,"chicken, gnocchi, tomato, mushroom, zucchini, onion, butter","Brown chicken in butter, add tomato and onion, fold in gnocchi, cook until done.",Italian,3,23,300g chicken; 1 gnocchi; 3 tomato; 1 mushroom; 3 zucchini; 3 onion; 3 tbsp butter
Chicken Roti Soup,"chicken, roti, onion, spinach, turmeric, garlic, coconut milk","Simmer chicken, onion, and turmeric in broth, add roti near the end, season and serve.",Indian,4,46,300g chicken; 2 roti; 3 onion; 2 spinach; 3 turmeric; 4 cloves garlic; 1 cup coconut milk
Chickpeas Roti Salad (Style 2),"chickpeas, roti, peas, cauliflower, spinach, cilantro, ginger, garlic, coconut milk","Combine peas, chickpeas, and roti, dress with coconut milk and cilantro, toss well.",Indian,3,10,1 chickpeas; 1 roti; 1 peas; 2 cauliflower; 3 spinach; 2 cilantro; 3 tbsp ginger; 4 cloves garlic; 2 cup coconut milk
Egg Udon Wrap,"egg, udon, seaweed, spinach, sesame, ginger, soy sauce, vegetable oil","Fill udon with egg, seaweed, and vegetable oil, season with sesame, roll and serve.",Japanese,4,13,1 egg; 2 udon; 3 seaweed; 2 spinach; 2 sesame; 3 tbsp ginger; 1 soy sauce; 2 tbsp vegetable oil
Chicken Risotto Rice Curry (Style 2),"chicken, risotto rice, spinach, mushroom, zucchini, oregano, garlic, olive oil","Saute oregano, add chicken and spinach, simmer in sauce until tender, serve over risotto rice.",Italian,3,37,300g chicken; 3 risotto rice; 1 spinach; 3 mushroom; 1 zucchini; 1 oregano; 3 cloves garlic; 2 tbsp olive oil
